3.610000000000000000e+02,4.700000000000000000e+01,3.800000000000000000e+01,1.900000000000000000e+01,6.800000000000000000e+01,3.100000000000000000e+01,4.700000000000000000e+01,2.100000000000000000e+01,1.360000000000000000e+02,3.200000000000000000e+01
1.170000000000000000e+02,8.800000000000000000e+01,3.600000000000000000e+01,1.130000000000000000e+02,1.280000000000000000e+02,7.400000000000000000e+01,5.700000000000000000e+01,1.330000000000000000e+02,2.900000000000000000e+01,2.500000000000000000e+01
3.100000000000000000e+01,3.800000000000000000e+01,2.400000000000000000e+02,6.200000000000000000e+01,6.100000000000000000e+01,5.400000000000000000e+01,7.200000000000000000e+01,5.400000000000000000e+01,6.100000000000000000e+01,1.270000000000000000e+02
2.100000000000000000e+01,7.000000000000000000e+01,2.800000000000000000e+01,2.060000000000000000e+02,1.600000000000000000e+02,7.100000000000000000e+01,6.000000000000000000e+01,1.480000000000000000e+02,2.000000000000000000e+01,1.600000000000000000e+01
7.000000000000000000e+01,6.000000000000000000e+01,2.300000000000000000e+01,1.390000000000000000e+02,2.060000000000000000e+02,7.400000000000000000e+01,6.600000000000000000e+01,1.070000000000000000e+02,3.300000000000000000e+01,2.200000000000000000e+01
3.200000000000000000e+01,5.600000000000000000e+01,3.200000000000000000e+01,1.140000000000000000e+02,9.600000000000000000e+01,1.520000000000000000e+02,1.110000000000000000e+02,1.550000000000000000e+02,2.500000000000000000e+01,2.700000000000000000e+01
3.100000000000000000e+01,6.200000000000000000e+01,5.700000000000000000e+01,6.300000000000000000e+01,1.040000000000000000e+02,9.500000000000000000e+01,2.060000000000000000e+02,1.290000000000000000e+02,2.300000000000000000e+01,3.000000000000000000e+01
1.100000000000000000e+01,6.600000000000000000e+01,2.900000000000000000e+01,1.550000000000000000e+02,9.500000000000000000e+01,1.060000000000000000e+02,7.200000000000000000e+01,2.190000000000000000e+02,1.600000000000000000e+01,3.100000000000000000e+01
1.290000000000000000e+02,2.400000000000000000e+01,6.200000000000000000e+01,2.900000000000000000e+01,7.100000000000000000e+01,2.500000000000000000e+01,3.200000000000000000e+01,1.600000000000000000e+01,3.430000000000000000e+02,6.900000000000000000e+01
5.000000000000000000e+01,3.400000000000000000e+01,1.430000000000000000e+02,4.700000000000000000e+01,5.200000000000000000e+01,5.300000000000000000e+01,5.400000000000000000e+01,7.000000000000000000e+01,9.600000000000000000e+01,2.010000000000000000e+02
