1,2,3,4,5,6,7,8,9,10
42136.0,71990.0,63280.0,91070.0,85862.0,80902.0,85513.0,88023.0,47659.0,70089.0
0.45125,0.11,0.3,0.2575,0.2575,0.19,0.2575,0.27375,0.42875,0.25125
