1,2,3,4,5,6,7,8,9,10
320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0
0.5925,0.39,0.5525,0.19125,0.4125,0.1575,0.5125,0.42,0.42375,0.5
