0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.65375,0.3675,0.64375,0.42125,0.415,0.16,0.505,0.8075,0.8575,0.63125
