params,mean_test_score,std_test_score,dataset,norm_type,colour
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.0751421719214355, 'optim__momentum': 0.9373802722327049})",0.2438290186634557,0.0090240125048834,mammals,32,
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.1, 'optim__momentum': 0.8073913556028564})",0.2418221954645796,0.0143848773328977,mammals,32,
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.1, 'optim__momentum': 0.99})",0.23841059602649,0.0149019291316371,mammals,32,
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 7, 'optim__lr': 0.1, 'optim__momentum': 0.9149447189798137})",0.2327914910696367,0.0091349040150439,mammals,32,
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.0021162403504012737, 'optim__momentum': 0.9468176995802443})",0.2321894441099738,0.0197689911395139,mammals,32,
"OrderedDict({'batch_size': 4, 'epochs': 16, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 7, 'optim__lr': 0.02277425375918386, 'optim__momentum': 0.9607334120941651})",0.2295805739514348,0.0164681824113414,mammals,32,
"OrderedDict({'batch_size': 4, 'epochs': 18, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.01217356274515118, 'optim__momentum': 0.8705674641584338})",0.2263696568332329,0.0144825354627081,mammals,32,
"OrderedDict({'batch_size': 8, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.059946384866266356, 'optim__momentum': 0.9190160844474361})",0.1880393337346979,0.017821222776876,mammals,32,
"OrderedDict({'batch_size': 8, 'epochs': 14, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 7, 'optim__lr': 0.09143501181722054, 'optim__momentum': 0.8243330446996976})",0.1446919526389725,0.0098477576932653,mammals,32,
"OrderedDict({'batch_size': 16, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.0036238804682453304, 'optim__momentum': 0.9614636726912662})",0.110776640577965,0.0361361939244547,mammals,32,
"OrderedDict({'batch_size': 8, 'epochs': 11, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.0030231759904297633, 'optim__momentum': 0.8252147501034124})",0.0995384306642584,0.0106833888454394,mammals,32,
"OrderedDict({'batch_size': 16, 'epochs': 16, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.05165214990765796, 'optim__momentum': 0.885089980873522})",0.091912502508529,0.006887819507016,mammals,32,
"OrderedDict({'batch_size': 4, 'epochs': 6, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.0032151946938664545, 'optim__momentum': 0.8030221283886523})",0.0816777041942604,0.0274986042672456,mammals,32,
"OrderedDict({'batch_size': 8, 'epochs': 10, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.030621015463432957, 'optim__momentum': 0.9394982107935707})",0.0784667870760586,0.0156712205541678,mammals,32,
"OrderedDict({'batch_size': 8, 'epochs': 3, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.0048334146115256845, 'optim__momentum': 0.9219941760179161})",0.0622115191651615,0.0045674520075219,mammals,32,
"OrderedDict({'batch_size': 16, 'epochs': 2, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.0013334762739696622, 'optim__momentum': 0.9613702103116446})",0.0511739915713425,0.0013005700779465,mammals,32,
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.001, 'optim__momentum': 0.8})",0.1581376680714429,0.0116464925776013,mammals,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 16, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 7, 'optim__lr': 0.02277425375918386, 'optim__momentum': 0.9607334120941651})",0.1577363034316676,0.0054072621253491,mammals,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 18, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.01217356274515118, 'optim__momentum': 0.8705674641584338})",0.1559301625526791,0.0082108258259999,mammals,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.0021162403504012737, 'optim__momentum': 0.9468176995802443})",0.1495083283162753,0.0069922742886551,mammals,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 14, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 7, 'optim__lr': 0.09143501181722054, 'optim__momentum': 0.8243330446996976})",0.1406783062412201,0.0126509472305635,mammals,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 7, 'optim__lr': 0.027691451006918232, 'optim__momentum': 0.8079811413433085})",0.1358619305639173,0.023318905618531,mammals,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 15, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.0011070443901069259, 'optim__momentum': 0.9833110414992609})",0.1290387316877383,0.0290039763437923,mammals,32,6.0
"OrderedDict({'batch_size': 16, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.0036238804682453304, 'optim__momentum': 0.9614636726912662})",0.0935179610676299,0.0120843421371259,mammals,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 6, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.0032151946938664545, 'optim__momentum': 0.8030221283886523})",0.0874974914710014,0.024362866695672,mammals,32,6.0
"OrderedDict({'batch_size': 16, 'epochs': 16, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.0028596816956109835, 'optim__momentum': 0.9748425868268369})",0.083483845073249,0.0161271688564033,mammals,32,6.0
"OrderedDict({'batch_size': 16, 'epochs': 16, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.05165214990765796, 'optim__momentum': 0.885089980873522})",0.0778647401163957,0.0176235186836043,mammals,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 11, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.0030231759904297633, 'optim__momentum': 0.8252147501034124})",0.069837447320891,0.0109808260247276,mammals,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 10, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.030621015463432957, 'optim__momentum': 0.9394982107935707})",0.06823198876179,0.0160520768660013,mammals,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 2, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.001827505683010776, 'optim__momentum': 0.808659902236141})",0.0648203893237005,0.0103385485630273,mammals,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 3, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.0048334146115256845, 'optim__momentum': 0.9219941760179161})",0.0624122014850491,0.0108294100447377,mammals,32,6.0
"OrderedDict({'batch_size': 16, 'epochs': 2, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 7, 'optim__lr': 0.001616801578307592, 'optim__momentum': 0.9273441522907945})",0.0537828617298815,0.0057396546843568,mammals,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.1, 'optim__momentum': 0.8})",0.4261979536865736,0.0146464195778841,stl10,eq_hist,
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.001, 'optim__momentum': 0.8})",0.412607394487489,0.0286647045320041,stl10,eq_hist,
"OrderedDict({'batch_size': 4, 'epochs': 18, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.01217356274515118, 'optim__momentum': 0.8705674641584338})",0.4126028335749416,0.0101253875548143,stl10,eq_hist,
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.1, 'optim__momentum': 0.8668442876005066})",0.4101998327825431,0.0188665648079065,stl10,eq_hist,
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0021162403504012737, 'optim__momentum': 0.9468176995802443})",0.4000030726147687,0.0115484144716043,stl10,eq_hist,
"OrderedDict({'batch_size': 4, 'epochs': 16, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.02277425375918386, 'optim__momentum': 0.9607334120941651})",0.388404071886703,0.0172764803557742,stl10,eq_hist,
"OrderedDict({'batch_size': 8, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.1, 'optim__momentum': 0.99})",0.3658034299502644,0.0154363367466408,stl10,eq_hist,
"OrderedDict({'batch_size': 8, 'epochs': 14, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.09143501181722054, 'optim__momentum': 0.8243330446996976})",0.3480023083018451,0.0081647531257528,stl10,eq_hist,
"OrderedDict({'batch_size': 8, 'epochs': 15, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.0011070443901069259, 'optim__momentum': 0.9833110414992609})",0.3306038672217537,0.0223127356563742,stl10,eq_hist,
"OrderedDict({'batch_size': 16, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.0036238804682453304, 'optim__momentum': 0.9614636726912662})",0.2820061437892494,0.0359560619616545,stl10,eq_hist,
"OrderedDict({'batch_size': 4, 'epochs': 6, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0032151946938664545, 'optim__momentum': 0.8030221283886523})",0.2722039025568236,0.0283229522021002,stl10,eq_hist,
"OrderedDict({'batch_size': 16, 'epochs': 16, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.05165214990765796, 'optim__momentum': 0.885089980873522})",0.2473972192356246,0.0185018879272515,stl10,eq_hist,
"OrderedDict({'batch_size': 8, 'epochs': 10, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.030621015463432957, 'optim__momentum': 0.9394982107935707})",0.2357827354097007,0.0652362934040883,stl10,eq_hist,
"OrderedDict({'batch_size': 8, 'epochs': 11, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0030231759904297633, 'optim__momentum': 0.8252147501034124})",0.2099919751943969,0.034067089085696,stl10,eq_hist,
"OrderedDict({'batch_size': 4, 'epochs': 2, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.1, 'optim__momentum': 0.8})",0.1783955333783183,0.0342282770858657,stl10,eq_hist,
"OrderedDict({'batch_size': 8, 'epochs': 3, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0048334146115256845, 'optim__momentum': 0.9219941760179161})",0.1569958517300141,0.0179136672722846,stl10,eq_hist,
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.001, 'optim__momentum': 0.99})",0.4353989946308457,0.0068688259077022,stl10,32,
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0021162403504012737, 'optim__momentum': 0.9468176995802443})",0.4140006332466999,0.006061338556461,stl10,32,
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.006187671755218709, 'optim__momentum': 0.8})",0.4093984324383622,0.0056280755784105,stl10,32,
"OrderedDict({'batch_size': 4, 'epochs': 18, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.01217356274515118, 'optim__momentum': 0.8705674641584338})",0.4092025532468535,0.0091884271258676,stl10,32,
"OrderedDict({'batch_size': 4, 'epochs': 16, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.02277425375918386, 'optim__momentum': 0.9607334120941651})",0.4069998725344967,0.0107850193841792,stl10,32,
"OrderedDict({'batch_size': 4, 'epochs': 18, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.001, 'optim__momentum': 0.99})",0.3986023923666648,0.0193360228722572,stl10,32,
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.1, 'optim__momentum': 0.99})",0.3900055523109063,0.0284348845927244,stl10,32,
"OrderedDict({'batch_size': 4, 'epochs': 17, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.1, 'optim__momentum': 0.8})",0.3712076312228551,0.033058108779688,stl10,32,
"OrderedDict({'batch_size': 8, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.1, 'optim__momentum': 0.99})",0.3578019090059539,0.010529371704407,stl10,32,
"OrderedDict({'batch_size': 8, 'epochs': 14, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.09143501181722054, 'optim__momentum': 0.8243330446996976})",0.3290052673738962,0.0282979459591649,stl10,32,
"OrderedDict({'batch_size': 16, 'epochs': 20, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.0036238804682453304, 'optim__momentum': 0.9614636726912662})",0.2814075840294126,0.0271348823974039,stl10,32,
"OrderedDict({'batch_size': 8, 'epochs': 10, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.030621015463432957, 'optim__momentum': 0.9394982107935707})",0.2655976607799688,0.0141734392201352,stl10,32,
"OrderedDict({'batch_size': 8, 'epochs': 11, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0030231759904297633, 'optim__momentum': 0.8252147501034124})",0.2579970200437704,0.0333025896127548,stl10,32,
"OrderedDict({'batch_size': 4, 'epochs': 6, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0032151946938664545, 'optim__momentum': 0.8030221283886523})",0.2491981795717687,0.0087161153595872,stl10,32,
"OrderedDict({'batch_size': 16, 'epochs': 16, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.05165214990765796, 'optim__momentum': 0.885089980873522})",0.1883956942104976,0.0157194671769121,stl10,32,
"OrderedDict({'batch_size': 8, 'epochs': 3, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0048334146115256845, 'optim__momentum': 0.9219941760179161})",0.1245962092095386,0.0311898837641055,stl10,32,
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.1, 'optim__momentum': 0.8})",0.3798045913026278,0.0182437115761825,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.1, 'optim__momentum': 0.9848693134211968})",0.3765923886051121,0.0270980183216188,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 18, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.01217356274515118, 'optim__momentum': 0.8705674641584338})",0.3700042704544325,0.018549213276812,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0021162403504012737, 'optim__momentum': 0.9468176995802443})",0.3654007493819364,0.037807547563827,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.001, 'optim__momentum': 0.8})",0.3624020694060467,0.0109015773706555,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.1, 'optim__momentum': 0.8})",0.3624019493820323,0.0069094886120282,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 16, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.02277425375918386, 'optim__momentum': 0.9607334120941651})",0.3591976682694673,0.0162118517864993,stl10,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.1, 'optim__momentum': 0.8})",0.3323983462611199,0.011831455119334,stl10,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.001, 'optim__momentum': 0.99})",0.3283998662452383,0.0078510547427809,stl10,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 14, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.09143501181722054, 'optim__momentum': 0.8243330446996976})",0.3205998656211135,0.0029769558446219,stl10,32,6.0
"OrderedDict({'batch_size': 16, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.0036238804682453304, 'optim__momentum': 0.9614636726912662})",0.2980033045011646,0.0293633493735256,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 6, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0032151946938664545, 'optim__momentum': 0.8030221283886523})",0.235394097651058,0.0380666003152129,stl10,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 10, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.030621015463432957, 'optim__momentum': 0.9394982107935707})",0.2294040591641576,0.0410403310433919,stl10,32,6.0
"OrderedDict({'batch_size': 16, 'epochs': 16, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.05165214990765796, 'optim__momentum': 0.885089980873522})",0.1823971340185744,0.0203368812864902,stl10,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 11, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0030231759904297633, 'optim__momentum': 0.8252147501034124})",0.1745917323138013,0.0335211162523712,stl10,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 3, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0048334146115256845, 'optim__momentum': 0.9219941760179161})",0.1630012532907584,0.0146456911393988,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.001, 'optim__momentum': 0.8})",0.3904021116544998,0.0082154644722072,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.1, 'optim__momentum': 0.8633347477946487})",0.3889992709741365,0.0117953585689928,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 18, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.01217356274515118, 'optim__momentum': 0.8705674641584338})",0.3812007106381845,0.0027949924947316,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 19, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.1, 'optim__momentum': 0.8})",0.3764021505422805,0.0305927952733939,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.1, 'optim__momentum': 0.8})",0.3747986297098323,0.0208960738628644,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0021162403504012737, 'optim__momentum': 0.9468176995802443})",0.3743979895497491,0.0183322024839124,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.001, 'optim__momentum': 0.855773129614364})",0.3678053104865221,0.0214082581138854,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 16, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.02277425375918386, 'optim__momentum': 0.9607334120941651})",0.3403991470613441,0.0074909941949526,stl10,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.001, 'optim__momentum': 0.99})",0.3395990669813216,0.003334884136863,stl10,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 14, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.09143501181722054, 'optim__momentum': 0.8243330446996976})",0.3028005443329101,0.014576700930582,stl10,32,6.0
"OrderedDict({'batch_size': 16, 'epochs': 20, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.0036238804682453304, 'optim__momentum': 0.9614636726912662})",0.2784074637653501,0.029968428441354,stl10,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 11, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0030231759904297633, 'optim__momentum': 0.8252147501034124})",0.275388739779055,0.0400032630478102,stl10,32,6.0
"OrderedDict({'batch_size': 4, 'epochs': 6, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0032151946938664545, 'optim__momentum': 0.8030221283886523})",0.2430068608127114,0.0426008657125198,stl10,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 10, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.030621015463432957, 'optim__momentum': 0.9394982107935707})",0.2342042995962632,0.033304509029872,stl10,32,6.0
"OrderedDict({'batch_size': 16, 'epochs': 16, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.05165214990765796, 'optim__momentum': 0.885089980873522})",0.2043910545621967,0.0334121874257135,stl10,32,6.0
"OrderedDict({'batch_size': 8, 'epochs': 3, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0048334146115256845, 'optim__momentum': 0.9219941760179161})",0.116596728673473,0.0186998219641847,stl10,32,6.0
