params,mean_test_score,std_test_score,norm_type,descriptor_algo,keypoints_algo,k,classifier,dataset
"OrderedDict({'max_depth': 25, 'min_samples_split': 11, 'n_estimators': 440})",0.3260086433739128,0.027655164747406,32,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 49, 'min_samples_split': 10, 'n_estimators': 319})",0.3250016483549418,0.0184264633301866,32,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 19, 'min_samples_split': 15, 'n_estimators': 421})",0.32302362242482,0.0267091328841867,32,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 34, 'min_samples_split': 4, 'n_estimators': 321})",0.3230116343888799,0.0293729277734161,32,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 9, 'n_estimators': 104})",0.3160136184088279,0.0114151496772193,32,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 3, 'n_estimators': 220})",0.3150096203988419,0.0242664514012218,32,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 44, 'min_samples_split': 8, 'n_estimators': 62})",0.311017604430778,0.0264110321301322,32,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 10, 'min_samples_split': 14, 'n_estimators': 332})",0.3090245934557312,0.0180684007177415,32,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 36, 'min_samples_split': 8, 'n_estimators': 63})",0.3050295804786823,0.029527456066726,32,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 500})",0.3050115984247721,0.0223970987146313,32,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 15, 'min_samples_split': 19, 'n_estimators': 50})",0.3050056044068019,0.0236281466575338,32,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 6, 'min_samples_split': 13, 'n_estimators': 499})",0.2950195704686723,0.0138926105009843,32,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'n_neighbors': 10, 'p': 2, 'weights': 'distance'})",0.2810355265445086,0.0285119488563476,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 10, 'p': 1, 'weights': 'uniform'})",0.2770405135674597,0.0290641126864548,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 14, 'p': 2, 'weights': 'distance'})",0.2740285195375015,0.0203148720812083,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 65, 'p': 1, 'weights': 'uniform'})",0.2720235205265145,0.0214119389357307,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 70, 'p': 2, 'weights': 'distance'})",0.2700125274975575,0.0115142198929008,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 32, 'p': 2, 'weights': 'distance'})",0.2640155125185065,0.0115691899354186,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 54, 'p': 2, 'weights': 'distance'})",0.2630324935714157,0.0231068844654252,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 133, 'p': 1, 'weights': 'distance'})",0.2560134985284686,0.0113437316637353,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 24, 'p': 2, 'weights': 'uniform'})",0.2540384696073319,0.0309255233262059,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 168, 'p': 1, 'weights': 'distance'})",0.2499895104685523,0.0082790202046693,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 95, 'p': 2, 'weights': 'distance'})",0.2440284595973219,0.028102375227007,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2370064675453897,0.0086615664807349,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2370064675453897,0.0086615664807349,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 140, 'p': 1, 'weights': 'uniform'})",0.2350104595613577,0.0104311731897565,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 194, 'p': 1, 'weights': 'distance'})",0.2340034645423867,0.0027394399939807,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 177, 'p': 1, 'weights': 'uniform'})",0.2299934665204126,0.0047797680137543,32,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'max_depth': 42, 'min_samples_split': 2, 'n_estimators': 396})",0.3370496244747742,0.0356211925818967,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 49, 'min_samples_split': 10, 'n_estimators': 319})",0.3370256484028939,0.0212288400646578,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 48, 'min_samples_split': 20, 'n_estimators': 231})",0.3330156503809198,0.0116616573445691,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 47, 'min_samples_split': 18, 'n_estimators': 500})",0.331034627441813,0.0263765454835024,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 19, 'min_samples_split': 15, 'n_estimators': 421})",0.3310196423968879,0.0193591173088525,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 44, 'min_samples_split': 8, 'n_estimators': 62})",0.3300426174677671,0.030234686991382,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 50, 'min_samples_split': 11, 'n_estimators': 156})",0.3300246354138569,0.0180969577567123,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 25, 'min_samples_split': 11, 'n_estimators': 440})",0.3290236344128559,0.0178007822348738,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 34, 'min_samples_split': 4, 'n_estimators': 321})",0.328022633411855,0.0161909753913206,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 48, 'min_samples_split': 14, 'n_estimators': 356})",0.327027626428824,0.0195732672104251,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 3, 'n_estimators': 220})",0.326029622436808,0.0249120036619061,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 45, 'min_samples_split': 7, 'n_estimators': 317})",0.3250196304088519,0.0143597881739855,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 9, 'n_estimators': 104})",0.3210336084587581,0.0245426030139355,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 10, 'min_samples_split': 14, 'n_estimators': 332})",0.319028609447771,0.0236548240637105,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 42, 'min_samples_split': 9, 'n_estimators': 177})",0.315018611425797,0.0179859121453537,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 36, 'min_samples_split': 8, 'n_estimators': 63})",0.310013606420792,0.0103002128103853,32,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'n_neighbors': 10, 'p': 1, 'weights': 'distance'})",0.2880425335515156,0.0359071114934421,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 10, 'p': 1, 'weights': 'uniform'})",0.2830375285465105,0.0353097794989884,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 51, 'p': 1, 'weights': 'uniform'})",0.2790185394975814,0.0131094044596092,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 33, 'p': 1, 'weights': 'distance'})",0.2779995564426702,0.0085875253913319,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 10, 'p': 2, 'weights': 'uniform'})",0.2630175085264905,0.0138148240157285,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 32, 'p': 2, 'weights': 'distance'})",0.2599845354336372,0.0112066241312131,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 95, 'p': 2, 'weights': 'distance'})",0.2589925254595913,0.0072098855231242,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 70, 'p': 2, 'weights': 'distance'})",0.2519915124705543,0.0147608476474755,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 133, 'p': 1, 'weights': 'distance'})",0.2440014865164566,0.0135265816381946,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 168, 'p': 1, 'weights': 'distance'})",0.2400034765304226,0.0066044109911446,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 194, 'p': 1, 'weights': 'distance'})",0.2350134565703427,0.0113187788804941,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 140, 'p': 1, 'weights': 'uniform'})",0.2209934485383587,0.0165972463479296,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2200104295912679,0.0186809279797699,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2200104295912679,0.0186809279797699,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 192, 'p': 2, 'weights': 'distance'})",0.2189884495273717,0.0127631891529206,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 177, 'p': 1, 'weights': 'uniform'})",0.2170104235972499,0.0077677350520313,32,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'max_depth': 25, 'min_samples_split': 11, 'n_estimators': 440})",0.3310016603429777,0.0184270014721197,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 34, 'min_samples_split': 4, 'n_estimators': 321})",0.3270006533479587,0.0220723105207412,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 3, 'n_estimators': 220})",0.325025624426822,0.0181606340606498,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 49, 'min_samples_split': 16, 'n_estimators': 500})",0.3220106333878789,0.0210072278616065,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 42, 'min_samples_split': 2, 'n_estimators': 396})",0.3200116283948619,0.0118851589945958,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 18, 'min_samples_split': 11, 'n_estimators': 445})",0.3180246114377851,0.0262227113102862,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 49, 'min_samples_split': 10, 'n_estimators': 319})",0.3180216144288,0.027859942441525,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 10, 'min_samples_split': 14, 'n_estimators': 332})",0.3170266074457691,0.0271799050534823,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 34, 'min_samples_split': 16, 'n_estimators': 500})",0.3170206134277991,0.0190461847469305,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 9, 'n_estimators': 104})",0.3150305994617371,0.024868936042853,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 44, 'min_samples_split': 8, 'n_estimators': 62})",0.3149946353539168,0.0175777870329719,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 49, 'min_samples_split': 20, 'n_estimators': 57})",0.3130046213878549,0.0126877524981202,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 19, 'min_samples_split': 15, 'n_estimators': 421})",0.312018605431779,0.0278259384072862,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 14, 'min_samples_split': 19, 'n_estimators': 239})",0.3110265954577332,0.0289936656179444,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 36, 'min_samples_split': 8, 'n_estimators': 63})",0.3069956183728639,0.011460483984832,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 7, 'min_samples_split': 4, 'n_estimators': 85})",0.300995606384828,0.0283679627541006,32,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'n_neighbors': 14, 'p': 1, 'weights': 'distance'})",0.3530027033021045,0.0031090093531744,32,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 74, 'p': 1, 'weights': 'distance'})",0.3520556484628341,0.042454487035105,32,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 49, 'p': 1, 'weights': 'uniform'})",0.3490406574238909,0.0288535106485935,32,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 32, 'p': 2, 'weights': 'distance'})",0.3480336624049198,0.0253026870764684,32,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 97, 'p': 1, 'weights': 'distance'})",0.34304364244484,0.032773081344222,32,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 133, 'p': 1, 'weights': 'distance'})",0.3290206374038709,0.0225286507017963,32,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 10, 'p': 2, 'weights': 'uniform'})",0.3250016483549418,0.0062396834580941,32,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.3230146313978649,0.0160418001590127,32,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.3230146313978649,0.0160418001590127,32,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 140, 'p': 1, 'weights': 'uniform'})",0.3229996463529397,0.0134879975663,32,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 168, 'p': 1, 'weights': 'distance'})",0.315015614416812,0.0126285438131226,32,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 95, 'p': 2, 'weights': 'distance'})",0.3090215964467461,0.0153201259960744,32,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 70, 'p': 2, 'weights': 'distance'})",0.3070136004267741,0.0096947825516901,32,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 177, 'p': 1, 'weights': 'uniform'})",0.3000155844467221,0.0126100199233896,32,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 194, 'p': 1, 'weights': 'distance'})",0.2940155724586862,0.0116093830723796,32,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 200, 'p': 2, 'weights': 'uniform'})",0.2530194865524207,0.0138335052364916,32,sift,dense,200.0,knn,stl10
"OrderedDict({'max_depth': 42, 'min_samples_split': 2, 'n_estimators': 396})",0.3970227712742682,0.0168319202112159,32,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 10, 'min_samples_split': 14, 'n_estimators': 332})",0.3970047892203581,0.0041809489165937,32,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 19, 'min_samples_split': 15, 'n_estimators': 421})",0.3890327453201704,0.0261997795245311,32,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 3, 'n_estimators': 220})",0.3790227353101604,0.0217917372623486,32,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 34, 'min_samples_split': 4, 'n_estimators': 321})",0.3770177362991734,0.0139593433525651,32,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 25, 'min_samples_split': 11, 'n_estimators': 440})",0.3760287233341126,0.0250788279258786,32,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 8, 'min_samples_split': 6, 'n_estimators': 500})",0.3750337163510815,0.0238725610196215,32,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 44, 'min_samples_split': 17, 'n_estimators': 500})",0.3730197263131394,0.0140023826381281,32,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 11, 'min_samples_split': 6, 'n_estimators': 500})",0.3660366953780127,0.0260631425920415,32,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 5, 'min_samples_split': 19, 'n_estimators': 373})",0.3650416883949818,0.029503629312097,32,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 9, 'min_samples_split': 20, 'n_estimators': 251})",0.3640286993580406,0.0215855214945043,32,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 9, 'n_estimators': 104})",0.3630366893839947,0.0259433122202613,32,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 49, 'min_samples_split': 10, 'n_estimators': 319})",0.3600216983450516,0.0221227676954139,32,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 50, 'min_samples_split': 13, 'n_estimators': 52})",0.3450276623929318,0.0252311663003003,32,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 44, 'min_samples_split': 8, 'n_estimators': 62})",0.3350266434098769,0.0212397724403974,32,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 36, 'min_samples_split': 8, 'n_estimators': 63})",0.2960115804427182,0.0082798750763754,32,sift,dense,200.0,rf,stl10
"OrderedDict({'n_neighbors': 10, 'p': 1, 'weights': 'uniform'})",0.3489986992981004,0.0098507969779184,32,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 35, 'p': 1, 'weights': 'uniform'})",0.3420126713539886,0.0092894361496134,32,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 51, 'p': 1, 'weights': 'uniform'})",0.3410176643709577,0.0183814728978396,32,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 47, 'p': 1, 'weights': 'distance'})",0.3400196603789418,0.0271265529829466,32,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 10, 'p': 1, 'weights': 'distance'})",0.3399956843070615,0.0138266463032939,32,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 32, 'p': 2, 'weights': 'distance'})",0.3240096383808958,0.0091664772839452,32,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 105, 'p': 1, 'weights': 'distance'})",0.323020625415835,0.0244432617038149,32,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 133, 'p': 1, 'weights': 'distance'})",0.3209976443509377,0.0040375217406565,32,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 70, 'p': 2, 'weights': 'distance'})",0.3180006353659048,0.007369532355094,32,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 95, 'p': 2, 'weights': 'distance'})",0.3080146014277751,0.0160281407885068,32,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 140, 'p': 1, 'weights': 'uniform'})",0.300006593419767,0.0046622518285063,32,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2930025834217451,0.0052330780667446,32,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2930025834217451,0.0052330780667446,32,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 194, 'p': 1, 'weights': 'distance'})",0.28799158439877,0.0085432010792878,32,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 168, 'p': 1, 'weights': 'distance'})",0.2859955764147381,0.0068817996145539,32,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 177, 'p': 1, 'weights': 'uniform'})",0.280984577391763,0.0111776759856288,32,sift,dense,100.0,knn,stl10
"OrderedDict({'max_depth': 25, 'min_samples_split': 11, 'n_estimators': 440})",0.4090317862772952,0.027553429435568,32,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 19, 'min_samples_split': 15, 'n_estimators': 421})",0.4080247912583242,0.024533489923488,32,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 14, 'min_samples_split': 3, 'n_estimators': 500})",0.4070237902573232,0.0215604201484744,32,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 49, 'min_samples_split': 10, 'n_estimators': 319})",0.4020217822613032,0.0259152803569059,32,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 42, 'min_samples_split': 2, 'n_estimators': 396})",0.400996805188422,0.0124661084990608,32,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 8, 'min_samples_split': 20, 'n_estimators': 500})",0.4000077922233611,0.0066246821062291,32,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 48, 'min_samples_split': 18, 'n_estimators': 500})",0.3940257622892353,0.0226652006068697,32,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 468})",0.3940257622892353,0.0258848176963722,32,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 8, 'min_samples_split': 6, 'n_estimators': 500})",0.3920147692602782,0.0161048432213413,32,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 50, 'min_samples_split': 19, 'n_estimators': 437})",0.3870307433181684,0.0276977379795046,32,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 34, 'min_samples_split': 4, 'n_estimators': 321})",0.3850347353341365,0.024683673486989,32,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 9, 'n_estimators': 104})",0.3820227413041784,0.0162663909916111,32,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 10, 'min_samples_split': 14, 'n_estimators': 332})",0.3810157462852073,0.0194417208711337,32,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 3, 'n_estimators': 220})",0.3810067552582523,0.0053692434338016,32,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 36, 'min_samples_split': 8, 'n_estimators': 63})",0.3700137263011514,0.0114795811901109,32,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 44, 'min_samples_split': 8, 'n_estimators': 62})",0.3499757242272212,0.0182272237231385,32,sift,dense,100.0,rf,stl10
"OrderedDict({'n_neighbors': 32, 'p': 2, 'weights': 'distance'})",0.3349966733200266,0.0054388851724214,32,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 33, 'p': 2, 'weights': 'uniform'})",0.3339986693280106,0.0122957632773397,32,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 27, 'p': 2, 'weights': 'distance'})",0.3259996523469577,0.003686118808851,32,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 39, 'p': 2, 'weights': 'distance'})",0.3229996463529398,0.0085854384812875,32,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 133, 'p': 1, 'weights': 'distance'})",0.3210036383689078,0.0161439346402914,32,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 101, 'p': 1, 'weights': 'distance'})",0.3199996403589218,0.0110366677869352,32,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 123, 'p': 1, 'weights': 'distance'})",0.3179976383569198,0.01115939263606,32,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 168, 'p': 1, 'weights': 'distance'})",0.3089796383209557,0.014449982396454,32,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.3069986153818489,0.0074206971322394,32,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.3069986153818489,0.0074206971322394,32,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 140, 'p': 1, 'weights': 'uniform'})",0.3069866273459088,0.0119800709905217,32,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 15, 'p': 2, 'weights': 'distance'})",0.3039896183608758,0.0082107402836864,32,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 70, 'p': 2, 'weights': 'distance'})",0.299002595409781,0.0030626939105606,32,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 95, 'p': 2, 'weights': 'distance'})",0.299002595409781,0.0052360431684503,32,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 194, 'p': 1, 'weights': 'distance'})",0.2989846133558708,0.0111528663043507,32,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 177, 'p': 1, 'weights': 'uniform'})",0.2889746033458608,0.018615667939357,32,sift,dense,50.0,knn,stl10
"OrderedDict({'max_depth': 25, 'min_samples_split': 11, 'n_estimators': 440})",0.3739967512422602,0.0197495915644804,32,sift,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 3, 'n_estimators': 220})",0.3710087332841824,0.0096043369641754,32,sift,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 42, 'min_samples_split': 2, 'n_estimators': 396})",0.3710087332841823,0.0066443317443657,32,sift,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 29, 'min_samples_split': 5, 'n_estimators': 447})",0.3690247133360905,0.0244941497819477,32,sift,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 45, 'min_samples_split': 3, 'n_estimators': 329})",0.3680237123350895,0.0171657932602704,32,sift,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 10, 'min_samples_split': 14, 'n_estimators': 332})",0.3660336983690277,0.026258968040471,32,sift,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 31, 'min_samples_split': 11, 'n_estimators': 346})",0.3600456744169318,0.0341294527647487,32,sift,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 38, 'min_samples_split': 4, 'n_estimators': 386})",0.3580226933520347,0.0162328719365596,32,sift,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 31, 'min_samples_split': 2, 'n_estimators': 88})",0.3570546594498689,0.0433427835231017,32,sift,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 19, 'min_samples_split': 15, 'n_estimators': 421})",0.3570186953420486,0.0151283201107726,32,sift,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 34, 'min_samples_split': 4, 'n_estimators': 321})",0.3539947132761503,0.0044706534818731,32,sift,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 49, 'min_samples_split': 10, 'n_estimators': 319})",0.3519987052921184,0.0026172795558143,32,sift,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 5, 'min_samples_split': 12, 'n_estimators': 491})",0.3500176823530116,0.0151650923112737,32,sift,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 9, 'n_estimators': 104})",0.3490136843430256,0.0165980169673632,32,sift,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 44, 'min_samples_split': 8, 'n_estimators': 62})",0.3400076723430016,0.0122953563817546,32,sift,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 36, 'min_samples_split': 8, 'n_estimators': 63})",0.3280166393938849,0.0127468735980471,32,sift,dense,50.0,rf,stl10
"OrderedDict({'n_neighbors': 10, 'p': 1, 'weights': 'uniform'})",0.2390054725384066,0.0053386682665536,32,dense_hist,sift,200.0,knn,stl10
"OrderedDict({'n_neighbors': 28, 'p': 1, 'weights': 'distance'})",0.2380074685463906,0.016789799108694,32,dense_hist,sift,200.0,knn,stl10
"OrderedDict({'n_neighbors': 133, 'p': 1, 'weights': 'distance'})",0.2290224356092619,0.0174867505184315,32,dense_hist,sift,200.0,knn,stl10
"OrderedDict({'n_neighbors': 140, 'p': 1, 'weights': 'uniform'})",0.2230374086661511,0.026706388601968,32,dense_hist,sift,200.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2210384036731342,0.0271554976956729,32,dense_hist,sift,200.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2210384036731342,0.0271554976956729,32,dense_hist,sift,200.0,knn,stl10
"OrderedDict({'n_neighbors': 114, 'p': 1, 'weights': 'distance'})",0.2210294126461791,0.0211205804414301,32,dense_hist,sift,200.0,knn,stl10
