params,mean_test_score,std_test_score,norm_type,descriptor_algo,keypoints_algo,k,classifier,dataset
"OrderedDict({'n_neighbors': 32, 'p': 2, 'weights': 'distance'})",0.25902848956741176,0.023582370030476328,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 140, 'p': 1, 'weights': 'uniform'})",0.2579975184765604,0.008759349295754124,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2550035065005125,0.006612328301909161,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2550035065005125,0.006612328301909161,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 108, 'p': 1, 'weights': 'uniform'})",0.2520244795693897,0.017309669516018172,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 133, 'p': 1, 'weights': 'distance'})",0.2509935084785384,0.009732273436225134,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 168, 'p': 1, 'weights': 'distance'})",0.2499985014955075,0.0050170539117261,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 46, 'p': 2, 'weights': 'distance'})",0.24300947654241067,0.02898261223058794,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 70, 'p': 2, 'weights': 'distance'})",0.24101646556736378,0.012633508079767871,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 126, 'p': 1, 'weights': 'uniform'})",0.23900547253840668,0.009413902437385229,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 194, 'p': 1, 'weights': 'distance'})",0.23700347053640466,0.0066028345517854005,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 10, 'p': 2, 'weights': 'distance'})",0.23602045158931387,0.016224731583227014,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 177, 'p': 1, 'weights': 'uniform'})",0.22400843957730185,0.009472137812196593,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 95, 'p': 2, 'weights': 'distance'})",0.22301642960325596,0.015203888317086899,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 12, 'p': 2, 'weights': 'uniform'})",0.2190004375633118,0.0049136343903513355,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 142, 'p': 2, 'weights': 'distance'})",0.21002139864415312,0.02777652988522799,eq_hist,dense_hist,dense,200.0,knn,stl10
"OrderedDict({'max_depth': 34, 'min_samples_split': 4, 'n_estimators': 321})",0.3350356344368321,0.025227158949719,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 49, 'min_samples_split': 10, 'n_estimators': 319})",0.3340106573639508,0.0210133018996916,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 40, 'min_samples_split': 17, 'n_estimators': 341})",0.3280166393938848,0.0294259901334875,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 42, 'min_samples_split': 2, 'n_estimators': 396})",0.3280106453759148,0.0143861900719004,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 50, 'min_samples_split': 20, 'n_estimators': 500})",0.3250166333998669,0.0188352765955725,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 25, 'min_samples_split': 11, 'n_estimators': 440})",0.3250046453639268,0.0247384620663697,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 9, 'n_estimators': 354})",0.3240156323988659,0.0193957136673818,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 19, 'min_samples_split': 15, 'n_estimators': 421})",0.3240036443629258,0.0258740348171054,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 331})",0.3189986393579208,0.0122974031419077,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 10, 'min_samples_split': 14, 'n_estimators': 332})",0.3160136184088279,0.0229586330546769,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 3, 'n_estimators': 220})",0.312012611413809,0.0115599325840345,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 9, 'n_estimators': 104})",0.3030125934317551,0.0171967994275204,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 5, 'min_samples_split': 4, 'n_estimators': 500})",0.3030006053958149,0.0073682707783214,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 36, 'min_samples_split': 8, 'n_estimators': 63})",0.3019996043948139,0.0036885352493465,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 44, 'min_samples_split': 8, 'n_estimators': 62})",0.2980165794537052,0.0207852838748703,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 5, 'min_samples_split': 17, 'n_estimators': 50})",0.2920195644746543,0.0211043146243734,eq_hist,dense_hist,dense,200.0,rf,stl10
"OrderedDict({'n_neighbors': 10, 'p': 2, 'weights': 'distance'})",0.2810355265445086,0.0285119488563476,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 10, 'p': 1, 'weights': 'uniform'})",0.2770405135674597,0.0290641126864548,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 14, 'p': 2, 'weights': 'distance'})",0.2740285195375015,0.0203148720812083,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 65, 'p': 1, 'weights': 'uniform'})",0.2720235205265145,0.0214119389357307,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 70, 'p': 2, 'weights': 'distance'})",0.2700125274975575,0.0115142198929008,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 32, 'p': 2, 'weights': 'distance'})",0.2640155125185065,0.0115691899354186,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 54, 'p': 2, 'weights': 'distance'})",0.2630324935714157,0.0231068844654252,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 133, 'p': 1, 'weights': 'distance'})",0.2560134985284686,0.0113437316637353,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 24, 'p': 2, 'weights': 'uniform'})",0.2540384696073319,0.0309255233262059,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 168, 'p': 1, 'weights': 'distance'})",0.2499895104685523,0.0082790202046693,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 95, 'p': 2, 'weights': 'distance'})",0.2440284595973219,0.028102375227007,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2370064675453897,0.0086615664807349,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2370064675453897,0.0086615664807349,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 140, 'p': 1, 'weights': 'uniform'})",0.2350104595613577,0.0104311731897565,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 194, 'p': 1, 'weights': 'distance'})",0.2340034645423867,0.0027394399939807,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 177, 'p': 1, 'weights': 'uniform'})",0.2299934665204126,0.0047797680137543,eq_hist,dense_hist,dense,100.0,knn,stl10
"OrderedDict({'max_depth': 42, 'min_samples_split': 2, 'n_estimators': 396})",0.3360216503929079,0.0175504124546152,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 3, 'n_estimators': 455})",0.335032637427847,0.023593408408504,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 3, 'n_estimators': 220})",0.3330216443988899,0.0153539247802876,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 10, 'min_samples_split': 14, 'n_estimators': 332})",0.3310226394058729,0.016742742345146,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 34, 'min_samples_split': 4, 'n_estimators': 321})",0.329032625439811,0.024214000570932,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 484})",0.3260356164547781,0.0254517772667334,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 25, 'min_samples_split': 11, 'n_estimators': 440})",0.3260326194457931,0.0231953904892432,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 326})",0.3240336144527761,0.0300523165757817,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 456})",0.3210485935036833,0.0344481685744633,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 19, 'min_samples_split': 15, 'n_estimators': 421})",0.3210096323868779,0.0069205811164047,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 49, 'min_samples_split': 10, 'n_estimators': 319})",0.3150305994617371,0.0216370868950227,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 9, 'n_estimators': 104})",0.3120245994497491,0.0180724800754242,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 44, 'min_samples_split': 8, 'n_estimators': 62})",0.3100285914657172,0.0203653621120113,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 36, 'min_samples_split': 8, 'n_estimators': 63})",0.3070465675256095,0.0332913696442355,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 5, 'min_samples_split': 12, 'n_estimators': 116})",0.3050385715056374,0.0299028589631114,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 366})",0.3030036024048,0.0161399015389448,eq_hist,dense_hist,dense,100.0,rf,stl10
"OrderedDict({'n_neighbors': 10, 'p': 1, 'weights': 'distance'})",0.2880425335515156,0.0359071114934421,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 10, 'p': 1, 'weights': 'uniform'})",0.2830375285465105,0.0353097794989884,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 51, 'p': 1, 'weights': 'uniform'})",0.2790185394975814,0.0131094044596092,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 33, 'p': 1, 'weights': 'distance'})",0.2779995564426702,0.0085875253913319,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 10, 'p': 2, 'weights': 'uniform'})",0.2630175085264905,0.0138148240157285,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 32, 'p': 2, 'weights': 'distance'})",0.2599845354336372,0.0112066241312131,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 95, 'p': 2, 'weights': 'distance'})",0.2589925254595913,0.0072098855231242,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 70, 'p': 2, 'weights': 'distance'})",0.2519915124705543,0.0147608476474755,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 133, 'p': 1, 'weights': 'distance'})",0.2440014865164566,0.0135265816381946,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 168, 'p': 1, 'weights': 'distance'})",0.2400034765304226,0.0066044109911446,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 194, 'p': 1, 'weights': 'distance'})",0.2350134565703427,0.0113187788804941,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 140, 'p': 1, 'weights': 'uniform'})",0.2209934485383587,0.0165972463479296,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2200104295912679,0.0186809279797699,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2200104295912679,0.0186809279797699,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 192, 'p': 2, 'weights': 'distance'})",0.2189884495273717,0.0127631891529206,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 177, 'p': 1, 'weights': 'uniform'})",0.2170104235972499,0.0077677350520313,eq_hist,dense_hist,dense,50.0,knn,stl10
"OrderedDict({'max_depth': 25, 'min_samples_split': 11, 'n_estimators': 440})",0.3350176523829218,0.0202437909721715,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 49, 'min_samples_split': 10, 'n_estimators': 319})",0.3290116463769159,0.0083259865564922,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 3, 'n_estimators': 220})",0.3250136363908819,0.0129082453856575,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 9, 'n_estimators': 104})",0.3250016483549418,0.0159801845584553,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 30, 'min_samples_split': 12, 'n_estimators': 437})",0.3230146313978649,0.020040653305679,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 34, 'min_samples_split': 4, 'n_estimators': 321})",0.3229876583169996,0.0203552102296303,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 42, 'min_samples_split': 2, 'n_estimators': 396})",0.3220076363788939,0.0239111222650472,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 15, 'min_samples_split': 11, 'n_estimators': 444})",0.321015626404848,0.0193932984752844,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 49, 'min_samples_split': 19, 'n_estimators': 313})",0.3209976443509377,0.0233529263245726,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 441})",0.314011616406826,0.0201406670104322,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 10, 'min_samples_split': 14, 'n_estimators': 332})",0.314011616406826,0.0201406670104322,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 19, 'min_samples_split': 15, 'n_estimators': 421})",0.3130196064327801,0.0250314683032413,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 49, 'min_samples_split': 20, 'n_estimators': 57})",0.3110235984487481,0.0187640777139161,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 8, 'min_samples_split': 19, 'n_estimators': 213})",0.3070225914537292,0.0217168031639991,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 36, 'min_samples_split': 8, 'n_estimators': 63})",0.3030065994137851,0.0087111591289204,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'max_depth': 44, 'min_samples_split': 8, 'n_estimators': 62})",0.299005592418766,0.0041401181545412,eq_hist,dense_hist,dense,50.0,rf,stl10
"OrderedDict({'n_neighbors': 14, 'p': 1, 'weights': 'distance'})",0.3530027033021045,0.0031090093531744,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 74, 'p': 1, 'weights': 'distance'})",0.3520556484628341,0.042454487035105,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 49, 'p': 1, 'weights': 'uniform'})",0.3490406574238909,0.0288535106485935,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 32, 'p': 2, 'weights': 'distance'})",0.3480336624049198,0.0253026870764684,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 97, 'p': 1, 'weights': 'distance'})",0.34304364244484,0.032773081344222,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 133, 'p': 1, 'weights': 'distance'})",0.3290206374038709,0.0225286507017963,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 10, 'p': 2, 'weights': 'uniform'})",0.3250016483549418,0.0062396834580941,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.3230146313978649,0.0160418001590127,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.3230146313978649,0.0160418001590127,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 140, 'p': 1, 'weights': 'uniform'})",0.3229996463529397,0.0134879975663,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 168, 'p': 1, 'weights': 'distance'})",0.315015614416812,0.0126285438131226,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 95, 'p': 2, 'weights': 'distance'})",0.3090215964467461,0.0153201259960744,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 70, 'p': 2, 'weights': 'distance'})",0.3070136004267741,0.0096947825516901,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 177, 'p': 1, 'weights': 'uniform'})",0.3000155844467221,0.0126100199233896,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 194, 'p': 1, 'weights': 'distance'})",0.2940155724586862,0.0116093830723796,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'n_neighbors': 200, 'p': 2, 'weights': 'uniform'})",0.2530194865524207,0.0138335052364916,eq_hist,sift,dense,200.0,knn,stl10
"OrderedDict({'max_depth': 50, 'min_samples_split': 15, 'n_estimators': 437})",0.3860357363351375,0.0286427367714388,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 35, 'min_samples_split': 16, 'n_estimators': 417})",0.3860357363351375,0.0252991270410074,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 19, 'min_samples_split': 15, 'n_estimators': 421})",0.3830597064129997,0.0423787083003596,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 30, 'min_samples_split': 20, 'n_estimators': 438})",0.3830087572602543,0.006192318110407,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 25, 'min_samples_split': 11, 'n_estimators': 440})",0.3770297243351135,0.0237383953534799,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 49, 'min_samples_split': 10, 'n_estimators': 319})",0.3770297243351135,0.024972616887271,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 34, 'min_samples_split': 4, 'n_estimators': 321})",0.3720576864289439,0.042256424448091,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 42, 'min_samples_split': 2, 'n_estimators': 396})",0.3720486954019888,0.0384734969895332,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 23, 'min_samples_split': 17, 'n_estimators': 439})",0.3720307133480786,0.0217176166993332,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 50, 'min_samples_split': 20, 'n_estimators': 391})",0.3680237123350895,0.0171657932602704,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 3, 'n_estimators': 220})",0.3650027272781764,0.0031194616762687,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 9, 'n_estimators': 104})",0.3640346933760107,0.0299400075599324,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 429})",0.3550226873580167,0.0167751655427022,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 36, 'min_samples_split': 8, 'n_estimators': 63})",0.3520166873460286,0.0127781779153482,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 10, 'min_samples_split': 14, 'n_estimators': 332})",0.3500206793619967,0.0148266659880053,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'max_depth': 44, 'min_samples_split': 8, 'n_estimators': 62})",0.3480246713779648,0.0200132639448259,eq_hist,sift,dense,200.0,rf,stl10
"OrderedDict({'n_neighbors': 10, 'p': 1, 'weights': 'uniform'})",0.3489986992981004,0.0098507969779184,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 35, 'p': 1, 'weights': 'uniform'})",0.3420126713539886,0.0092894361496134,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 51, 'p': 1, 'weights': 'uniform'})",0.3410176643709577,0.0183814728978396,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 47, 'p': 1, 'weights': 'distance'})",0.3400196603789418,0.0271265529829466,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 10, 'p': 1, 'weights': 'distance'})",0.3399956843070615,0.0138266463032939,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 32, 'p': 2, 'weights': 'distance'})",0.3240096383808958,0.0091664772839452,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 105, 'p': 1, 'weights': 'distance'})",0.323020625415835,0.0244432617038149,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 133, 'p': 1, 'weights': 'distance'})",0.3209976443509377,0.0040375217406565,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 70, 'p': 2, 'weights': 'distance'})",0.3180006353659048,0.007369532355094,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 95, 'p': 2, 'weights': 'distance'})",0.3080146014277751,0.0160281407885068,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 140, 'p': 1, 'weights': 'uniform'})",0.300006593419767,0.0046622518285063,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2930025834217451,0.0052330780667446,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.2930025834217451,0.0052330780667446,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 194, 'p': 1, 'weights': 'distance'})",0.28799158439877,0.0085432010792878,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 168, 'p': 1, 'weights': 'distance'})",0.2859955764147381,0.0068817996145539,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'n_neighbors': 177, 'p': 1, 'weights': 'uniform'})",0.280984577391763,0.0111776759856288,eq_hist,sift,dense,100.0,knn,stl10
"OrderedDict({'max_depth': 50, 'min_samples_split': 2, 'n_estimators': 402})",0.4060197922473372,0.0212102401882411,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 25, 'min_samples_split': 11, 'n_estimators': 440})",0.4000467533401665,0.0338680612167148,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 50, 'min_samples_split': 18, 'n_estimators': 500})",0.4000317682952413,0.029030816473576,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 42, 'min_samples_split': 2, 'n_estimators': 396})",0.3990187792583002,0.0180729278688837,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 19, 'min_samples_split': 15, 'n_estimators': 421})",0.3980177782572991,0.0202987925210792,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 49, 'min_samples_split': 10, 'n_estimators': 319})",0.3980117842393291,0.0317618003982461,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 50, 'min_samples_split': 18, 'n_estimators': 412})",0.3970257682832533,0.0258878006938245,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 34, 'min_samples_split': 4, 'n_estimators': 321})",0.3950117782453112,0.0201876087032825,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 3, 'n_estimators': 220})",0.3910137682592773,0.0298307201629569,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 34, 'min_samples_split': 20, 'n_estimators': 500})",0.3890207572842303,0.0154751573951815,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 500})",0.3850317383251515,0.0250080788286053,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 10, 'min_samples_split': 14, 'n_estimators': 332})",0.3850257443071814,0.0241948845345717,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 37, 'min_samples_split': 9, 'n_estimators': 104})",0.3710267153380925,0.0202722176122099,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 5, 'min_samples_split': 20, 'n_estimators': 166})",0.3649997302691913,0.0061328207217198,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 36, 'min_samples_split': 8, 'n_estimators': 63})",0.3570156983330636,0.0116938390206965,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'max_depth': 44, 'min_samples_split': 8, 'n_estimators': 62})",0.3510156863450276,0.0236092992780303,eq_hist,sift,dense,100.0,rf,stl10
"OrderedDict({'n_neighbors': 32, 'p': 2, 'weights': 'distance'})",0.3349966733200266,0.0054388851724214,eq_hist,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 33, 'p': 2, 'weights': 'uniform'})",0.3339986693280106,0.0122957632773397,eq_hist,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 27, 'p': 2, 'weights': 'distance'})",0.3259996523469577,0.003686118808851,eq_hist,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 39, 'p': 2, 'weights': 'distance'})",0.3229996463529398,0.0085854384812875,eq_hist,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 133, 'p': 1, 'weights': 'distance'})",0.3210036383689078,0.0161439346402914,eq_hist,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 101, 'p': 1, 'weights': 'distance'})",0.3199996403589218,0.0110366677869352,eq_hist,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 123, 'p': 1, 'weights': 'distance'})",0.3179976383569198,0.01115939263606,eq_hist,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 168, 'p': 1, 'weights': 'distance'})",0.3089796383209557,0.014449982396454,eq_hist,sift,dense,50.0,knn,stl10
"OrderedDict({'n_neighbors': 144, 'p': 1, 'weights': 'uniform'})",0.3069986153818489,0.0074206971322394,eq_hist,sift,dense,50.0,knn,stl10
