params,mean_test_score,std_test_score,dataset,norm_type,colour,classifier
"OrderedDict({'batch_size': 4, 'epochs': 26, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.0001, 'optim__momentum': 0.99})",0.2504515352197471,0.0072412677313541,mammals,32,rgb,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 29, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.00030785590359397053, 'optim__momentum': 0.7649974872865359})",0.249448123620309,0.0094085556249095,mammals,32,rgb,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 30, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 7, 'optim__lr': 0.00043927096730363955, 'optim__momentum': 0.99})",0.2480433473810957,0.0154512354444472,mammals,32,rgb,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 27, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 7, 'optim__lr': 0.0001, 'optim__momentum': 0.0})",0.2354003612281758,0.026942302142225,mammals,32,rgb,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 26, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.0001, 'optim__momentum': 0.5220693772460583})",0.2279751153923339,0.0343899472807893,mammals,32,rgb,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 27, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.1, 'optim__momentum': 0.9466345958209018})",0.2263696568332329,0.0124066478154314,mammals,32,rgb,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 21, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 7, 'optim__lr': 0.08743167287239448, 'optim__momentum': 0.12678796975105544})",0.1786072646999799,0.0164975026406298,mammals,32,rgb,classic_cnn
"OrderedDict({'batch_size': 16, 'epochs': 30, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.0006898597336625877, 'optim__momentum': 0.8413107156018608})",0.1380694360826811,0.0355372068944409,mammals,32,rgb,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 17, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.000525648155412293, 'optim__momentum': 0.1313821189598853})",0.1340557896849287,0.0255820766285008,mammals,32,rgb,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 14, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.016944524387171356, 'optim__momentum': 0.7268590983454469})",0.1051575356211117,0.0117805820762104,mammals,32,rgb,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 9, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.0005765154025647296, 'optim__momentum': 0.015746879498767036})",0.1037527593818984,0.0176166617277581,mammals,32,rgb,classic_cnn
"OrderedDict({'batch_size': 16, 'epochs': 23, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.03712210580130133, 'optim__momentum': 0.4433635845515093})",0.0965281958659442,0.0125261782334555,mammals,32,rgb,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 4, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.0010626275611872397, 'optim__momentum': 0.6356538645144051})",0.065623118603251,0.0022526534538073,mammals,32,rgb,classic_cnn
"OrderedDict({'batch_size': 16, 'epochs': 2, 'net__channels': 3, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.0002722190658597545, 'optim__momentum': 0.6165126123626813})",0.0577965081276339,0.0014747078523679,mammals,32,rgb,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 27, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.004247433106322224, 'optim__momentum': 0.3676936290360493})",0.1693758779851495,0.0129155873246671,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 28, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.003679434751731098, 'optim__momentum': 0.01577874997026152})",0.1613485851896448,0.0061593454759071,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 30, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.0001, 'optim__momentum': 0.99})",0.1587397150311057,0.0053019646051065,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 29, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.00030785590359397053, 'optim__momentum': 0.7649974872865359})",0.1581376680714429,0.0112561137165403,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 13, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.1, 'optim__momentum': 0.0})",0.15332129239414,0.0165413855388279,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 24, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 7, 'optim__lr': 0.01086841549890779, 'optim__momentum': 0.8375056735432814})",0.1527192454344772,0.0077775726972009,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 21, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 7, 'optim__lr': 0.08743167287239448, 'optim__momentum': 0.12678796975105544})",0.1515151515151515,0.0139065752671646,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 24, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.1, 'optim__momentum': 0.0})",0.1483042343969496,0.0027073525111844,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 30, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 7, 'optim__lr': 0.00046532035821705077, 'optim__momentum': 0.001411927340031496})",0.1477021874372867,0.004672063707334,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 16, 'epochs': 30, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 5, 'optim__lr': 0.0006898597336625877, 'optim__momentum': 0.8413107156018608})",0.1258278145695364,0.0161770365352732,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 9, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.0005765154025647296, 'optim__momentum': 0.015746879498767036})",0.1232189444109974,0.0194299457233949,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 17, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.000525648155412293, 'optim__momentum': 0.1313821189598853})",0.0993377483443708,0.0180680969622273,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 14, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.016944524387171356, 'optim__momentum': 0.7268590983454469})",0.0854906682721252,0.0182079810912522,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 16, 'epochs': 23, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.03712210580130133, 'optim__momentum': 0.4433635845515093})",0.07666064619707,0.009081845072434,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 4, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 3, 'optim__lr': 0.0010626275611872397, 'optim__momentum': 0.6356538645144051})",0.0555890026088701,0.00102328306514,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 16, 'epochs': 2, 'net__channels': 1, 'net__class_heads': 20, 'net__kernel_width': 7, 'optim__lr': 0.00018470931527630834, 'optim__momentum': 0.013470059672054618})",0.0549869556492073,0.0031603483339401,mammals,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 29, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.00030785590359397053, 'optim__momentum': 0.7649974872865359})",0.5812030871136696,0.0146659468374111,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 8, 'epochs': 30, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.1, 'optim__momentum': 0.5892388573297005})",0.5668016456732663,0.0176403532710345,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 4, 'epochs': 26, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.1, 'optim__momentum': 0.99})",0.5659976048007686,0.0159103634073568,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 4, 'epochs': 30, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.1, 'optim__momentum': 0.99})",0.5578060858416553,0.0248790263650741,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 4, 'epochs': 27, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.004247433106322224, 'optim__momentum': 0.3676936290360493})",0.5555983641206933,0.0089706439830542,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 4, 'epochs': 24, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.01086841549890779, 'optim__momentum': 0.8375056735432814})",0.5546010845850038,0.0161358539706861,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 8, 'epochs': 30, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.0001, 'optim__momentum': 0.7039672537355767})",0.5408048042252295,0.0199850666246665,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 8, 'epochs': 17, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.000525648155412293, 'optim__momentum': 0.1313821189598853})",0.5325999626005172,0.00979689213646,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 16, 'epochs': 30, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.0006898597336625877, 'optim__momentum': 0.8413107156018608})",0.5226008819844674,0.012398633021141,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 8, 'epochs': 21, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.08743167287239448, 'optim__momentum': 0.12678796975105544})",0.5170030819766419,0.01751619276091,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 4, 'epochs': 30, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.0001, 'optim__momentum': 0.0})",0.5051988401839439,0.0584302628590263,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 8, 'epochs': 14, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.016944524387171356, 'optim__momentum': 0.7268590983454469})",0.5044041611845698,0.0183819103298947,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 16, 'epochs': 23, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.03712210580130133, 'optim__momentum': 0.4433635845515093})",0.4994036006724225,0.0318022131558853,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 4, 'epochs': 9, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0005765154025647296, 'optim__momentum': 0.015746879498767036})",0.495401880008152,0.0069295633056468,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 8, 'epochs': 4, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0010626275611872397, 'optim__momentum': 0.6356538645144051})",0.413403513775036,0.0136403810563557,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 16, 'epochs': 2, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.0001, 'optim__momentum': 0.99})",0.3572023890540019,0.0180206372865472,stl10,32,rgb,split_cnn
"OrderedDict({'batch_size': 4, 'epochs': 27, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.004247433106322224, 'optim__momentum': 0.3676936290360493})",0.4329979142226777,0.0084684062290018,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 21, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.1, 'optim__momentum': 0.99})",0.4201968729903478,0.0119949450041215,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 24, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.01086841549890779, 'optim__momentum': 0.8375056735432814})",0.4180037941991434,0.0157886542670627,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 30, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.1, 'optim__momentum': 0.0})",0.4111981925343622,0.0133798868073996,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 29, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.00030785590359397053, 'optim__momentum': 0.7649974872865359})",0.410204513719105,0.0162267463470916,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 30, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.1, 'optim__momentum': 0.99})",0.41000383356702,0.0138188294761144,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 30, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.0005032747224122773, 'optim__momentum': 0.7090119528066278})",0.407004433447044,0.0162826713100448,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 26, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.1, 'optim__momentum': 0.0})",0.3894007513023205,0.0028311315452148,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 21, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.08743167287239448, 'optim__momentum': 0.12678796975105544})",0.3736005499980436,0.0102274577095013,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 16, 'epochs': 30, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.0006898597336625877, 'optim__momentum': 0.8413107156018608})",0.3265954252126766,0.0187838226975501,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 14, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.016944524387171356, 'optim__momentum': 0.7268590983454469})",0.3091981843727293,0.0121245188161831,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 17, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.000525648155412293, 'optim__momentum': 0.1313821189598853})",0.3050053854775263,0.0283923343804518,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 9, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0005765154025647296, 'optim__momentum': 0.015746879498767036})",0.2948010637968445,0.0044881396255778,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 16, 'epochs': 23, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.03712210580130133, 'optim__momentum': 0.4433635845515093})",0.2626111032295342,0.0546071872470864,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 4, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0010626275611872397, 'optim__momentum': 0.6356538645144051})",0.1453909698252426,0.0414591467569632,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 16, 'epochs': 2, 'net__channels': 3, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.00029035450415979637, 'optim__momentum': 0.9546549703755386})",0.1156005293539131,0.0116614619352548,stl10,32,rgb,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 27, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.004247433106322224, 'optim__momentum': 0.3676936290360493})",0.4087956718380214,0.0217303267114632,stl10,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 30, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.04865239555143046, 'optim__momentum': 0.08808961626994943})",0.4080035133429496,0.0128230526295541,stl10,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 29, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.00030785590359397053, 'optim__momentum': 0.7649974872865359})",0.4035975517981638,0.0227706763650774,stl10,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 30, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.1, 'optim__momentum': 0.0})",0.3926080330152457,0.0291060209421448,stl10,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 30, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.0005661721103392809, 'optim__momentum': 0.43150202798013004})",0.3897977907419716,0.0085302731702145,stl10,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 24, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.01086841549890779, 'optim__momentum': 0.8375056735432814})",0.3838070321109847,0.0262983444363604,stl10,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 28, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0001, 'optim__momentum': 0.99})",0.3708024301502244,0.0113048123777496,stl10,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 21, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0001, 'optim__momentum': 0.99})",0.3636006292138931,0.0079111199876173,stl10,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 28, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0001, 'optim__momentum': 0.99})",0.340003907981909,0.0138189727737838,stl10,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 16, 'epochs': 30, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 5, 'optim__lr': 0.0006898597336625877, 'optim__momentum': 0.8413107156018608})",0.3245984656610094,0.008180003436591,stl10,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 21, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 7, 'optim__lr': 0.08743167287239448, 'optim__momentum': 0.12678796975105544})",0.3158045461735984,0.0175723078134317,stl10,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 4, 'epochs': 9, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0005765154025647296, 'optim__momentum': 0.015746879498767036})",0.2952056647494031,0.0345586460627156,stl10,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 17, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.000525648155412293, 'optim__momentum': 0.1313821189598853})",0.2610072223250428,0.0265707196792915,stl10,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 16, 'epochs': 23, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.03712210580130133, 'optim__momentum': 0.4433635845515093})",0.2556024209323801,0.0277996684840697,stl10,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 14, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.016944524387171356, 'optim__momentum': 0.7268590983454469})",0.251593978923303,0.0308192857315124,stl10,32,greyscale,classic_cnn
"OrderedDict({'batch_size': 8, 'epochs': 4, 'net__channels': 1, 'net__class_heads': 10, 'net__kernel_width': 3, 'optim__lr': 0.0010626275611872397, 'optim__momentum': 0.6356538645144051})",0.1510056932190992,0.0340220271397433,stl10,32,greyscale,classic_cnn
