1,2,3,4,5,6,7,8,9,10
320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0
0.47375,0.25875,0.495,0.21625,0.385,0.24875,0.395,0.40375,0.415,0.5
