1,2,3,4,5,6,7,8,9,10
320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0
0.625,0.12125,0.58625,0.27875,0.40375,0.21125,0.44875,0.3575,0.38375,0.3575
