1,2,3,4,5,6,7,8,9,10
42136.0,71990.0,63300.0,91070.0,85862.0,80902.0,85513.0,88023.0,47659.0,70089.0
0.475,0.045,0.37875,0.44625,0.345,0.3,0.3525,0.2025,0.36375,0.28375
