0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7125,0.36625,0.7525,0.40125,0.575,0.1175,0.86875,0.675,0.81,0.68125
