5.700000000000000000e+02,3.700000000000000000e+01,1.200000000000000000e+01,1.100000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01,7.000000000000000000e+00,9.600000000000000000e+01,2.500000000000000000e+01
3.600000000000000000e+01,2.930000000000000000e+02,2.000000000000000000e+00,7.400000000000000000e+01,8.000000000000000000e+01,2.600000000000000000e+01,8.000000000000000000e+01,2.000000000000000000e+02,8.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+01,4.000000000000000000e+00,6.020000000000000000e+02,1.500000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+00,3.100000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+01,1.020000000000000000e+02
1.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,3.210000000000000000e+02,1.560000000000000000e+02,2.600000000000000000e+01,8.200000000000000000e+01,1.920000000000000000e+02,8.000000000000000000e+00,2.000000000000000000e+00
3.000000000000000000e+00,2.300000000000000000e+01,3.000000000000000000e+00,3.200000000000000000e+01,4.600000000000000000e+02,9.000000000000000000e+00,1.990000000000000000e+02,6.800000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+00,6.900000000000000000e+01,9.100000000000000000e+01,9.400000000000000000e+01,2.970000000000000000e+02,2.280000000000000000e+02,0.000000000000000000e+00,3.000000000000000000e+00
1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,4.600000000000000000e+01,7.000000000000000000e+00,6.950000000000000000e+02,3.400000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00
0.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,3.600000000000000000e+01,8.700000000000000000e+01,1.100000000000000000e+01,1.080000000000000000e+02,5.400000000000000000e+02,5.000000000000000000e+00,4.000000000000000000e+00
2.700000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,1.100000000000000000e+01,6.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+01,4.000000000000000000e+00,6.480000000000000000e+02,8.500000000000000000e+01
1.500000000000000000e+01,4.000000000000000000e+00,5.400000000000000000e+01,1.700000000000000000e+01,1.300000000000000000e+01,3.000000000000000000e+00,5.300000000000000000e+01,7.000000000000000000e+00,8.900000000000000000e+01,5.450000000000000000e+02
