1,2,3,4,5,6,7,8,9,10
42136.0,71990.0,63280.0,91070.0,85862.0,80902.0,85513.0,88023.0,47659.0,70089.0
0.54125,0.08375,0.48125,0.255,0.36875,0.1775,0.38,0.28625,0.5075,0.32625
