1,2,3,4,5,6,7,8,9,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48625,0.28,0.53625,0.2425,0.44875,0.19125,0.4975,0.40625,0.575,0.385
