1,2,3,4,5,6,7,8,9,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.72,0.18125,0.37125,0.09,0.28375,0.0475,0.14375,0.17125,0.655,0.1775
