5.760000000000000000e+02,7.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00,5.800000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,1.310000000000000000e+02,1.000000000000000000e+01
4.090000000000000000e+02,1.450000000000000000e+02,6.000000000000000000e+00,2.800000000000000000e+01,1.160000000000000000e+02,1.600000000000000000e+01,4.000000000000000000e+00,3.700000000000000000e+01,3.500000000000000000e+01,4.000000000000000000e+00
1.090000000000000000e+02,1.000000000000000000e+01,2.970000000000000000e+02,1.700000000000000000e+01,8.200000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,2.110000000000000000e+02,4.800000000000000000e+01
3.140000000000000000e+02,9.400000000000000000e+01,8.000000000000000000e+00,7.200000000000000000e+01,1.980000000000000000e+02,1.600000000000000000e+01,1.200000000000000000e+01,3.900000000000000000e+01,3.600000000000000000e+01,1.100000000000000000e+01
4.260000000000000000e+02,5.800000000000000000e+01,1.000000000000000000e+00,1.400000000000000000e+01,2.270000000000000000e+02,5.000000000000000000e+00,1.100000000000000000e+01,8.000000000000000000e+00,4.400000000000000000e+01,6.000000000000000000e+00
2.900000000000000000e+02,9.900000000000000000e+01,6.000000000000000000e+00,4.800000000000000000e+01,1.750000000000000000e+02,3.800000000000000000e+01,4.900000000000000000e+01,6.100000000000000000e+01,2.700000000000000000e+01,7.000000000000000000e+00
2.520000000000000000e+02,7.500000000000000000e+01,9.000000000000000000e+00,3.400000000000000000e+01,2.130000000000000000e+02,2.600000000000000000e+01,1.150000000000000000e+02,3.700000000000000000e+01,2.900000000000000000e+01,1.000000000000000000e+01
2.320000000000000000e+02,1.570000000000000000e+02,5.000000000000000000e+00,4.400000000000000000e+01,1.530000000000000000e+02,2.200000000000000000e+01,1.300000000000000000e+01,1.370000000000000000e+02,2.600000000000000000e+01,1.100000000000000000e+01
1.730000000000000000e+02,9.000000000000000000e+00,3.100000000000000000e+01,8.000000000000000000e+00,1.800000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,5.240000000000000000e+02,2.500000000000000000e+01
1.080000000000000000e+02,2.600000000000000000e+01,9.700000000000000000e+01,1.400000000000000000e+01,5.400000000000000000e+01,4.000000000000000000e+00,7.000000000000000000e+00,2.100000000000000000e+01,3.270000000000000000e+02,1.420000000000000000e+02
