1,2,3,4,5,6,7,8,9,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.495,0.26875,0.53875,0.2375,0.46,0.18875,0.49375,0.39625,0.56375,0.365
