0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7175,0.3725,0.7225,0.33875,0.475,0.26875,0.4725,0.4175,0.7175,0.585
