1,2,3,4,5,6,7,8,9,10
42136.0,71990.0,63300.0,91070.0,85862.0,80902.0,85513.0,88023.0,47659.0,70089.0
0.5875,0.05625,0.51,0.3075,0.335,0.2725,0.3025,0.20625,0.4375,0.27875
