1,2,3,4,5,6,7,8,9,10
320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0,320000.0
0.625,0.1325,0.59,0.27625,0.40375,0.2125,0.445,0.36125,0.39875,0.34125
