1,2,3,4,5,6,7,8,9,10
42136.0,71990.0,63280.0,91070.0,85862.0,80902.0,85513.0,88023.0,47659.0,70089.0
0.54375,0.08375,0.47625,0.25875,0.35375,0.1875,0.40125,0.25875,0.505,0.31625
