0,1,2,3,4,5,6,7,8,9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.69375,0.37375,0.645,0.32625,0.4625,0.2625,0.53875,0.44375,0.66,0.54625
